Date_Time,CO_sensor,RH
2004-04-08 12:00:00,1121.0,27.4
2004-04-08 13:00:00,1176.0,26.7
2004-04-08 14:00:00,1144.0,22.6
2004-04-08 15:00:00,1136.0,24.8
2004-04-08 16:00:00,1085.0,25.4
2004-04-08 17:00:00,1297.0,24.5
2004-04-08 18:00:00,1408.0,28.6
2004-04-08 19:00:00,1618.0,32.9
2004-04-08 20:00:00,1319.0,39.8
2004-04-08 21:00:00,1045.0,41.5
2004-04-08 22:00:00,1058.0,46.0
2004-04-09 23:00:00,1176.0,67.9
2004-04-10 00:00:00,1047.0,66.9
2004-04-10 01:00:00,1116.0,70.1
2004-04-10 02:00:00,1074.0,69.8
2004-04-10 03:00:00,922.0,69.3
2004-04-10 04:00:00,898.0,70.3
2004-04-10 05:00:00,970.0,73.4
2004-04-10 06:00:00,1073.0,70.5
2004-04-10 07:00:00,1081.0,71.0
2004-04-10 08:00:00,1159.0,64.0
2004-04-10 09:00:00,1112.0,53.1
2004-04-10 10:00:00,1112.0,44.4
2004-04-10 11:00:00,1063.0,38.4
2004-04-10 12:00:00,1032.0,30.0
2004-04-10 13:00:00,936.0,26.7
2004-04-10 14:00:00,883.0,23.1
2004-04-10 15:00:00,942.0,22.7
2004-04-10 16:00:00,943.0,21.3
2004-04-10 17:00:00,1007.0,24.5
2004-04-10 18:00:00,1037.0,31.6
2004-04-10 19:00:00,1127.0,35.0
2004-04-10 20:00:00,1123.0,41.5
2004-04-10 21:00:00,1110.0,50.3
2004-04-10 22:00:00,1247.0,55.5
2004-04-10 23:00:00,1220.0,56.6
2004-04-11 00:00:00,1028.0,56.2
2004-04-11 01:00:00,978.0,56.6
2004-04-11 02:00:00,949.0,64.3
2004-04-11 03:00:00,910.0,66.0
2004-04-11 04:00:00,863.0,70.4
2004-04-11 05:00:00,836.0,70.7
2004-04-11 06:00:00,856.0,71.0
2004-04-11 07:00:00,888.0,66.6
2004-04-11 08:00:00,912.0,64.3
2004-04-11 09:00:00,938.0,47.9
2004-04-11 10:00:00,1053.0,35.4
2004-04-11 11:00:00,1087.0,29.2
2004-04-11 12:00:00,1153.0,22.9
2004-04-11 13:00:00,894.0,22.4
2004-04-11 14:00:00,797.0,18.9
2004-04-11 15:00:00,854.0,19.0
2004-04-11 16:00:00,892.0,23.6
2004-04-11 17:00:00,935.0,27.4
2004-04-11 18:00:00,989.0,30.8
2004-04-11 19:00:00,1063.0,35.3
2004-04-11 20:00:00,922.0,37.5
2004-04-11 21:00:00,925.0,36.7
2004-04-11 22:00:00,924.0,39.0
2004-04-11 23:00:00,914.0,38.2
2004-04-12 00:00:00,840.0,38.3
2004-04-12 01:00:00,799.0,34.0
2004-04-12 02:00:00,856.0,34.0
2004-04-12 03:00:00,830.0,32.8
2004-04-12 04:00:00,753.0,30.9
2004-04-12 05:00:00,785.0,37.9
2004-04-12 06:00:00,835.0,43.6
2004-04-12 07:00:00,865.0,50.1
2004-04-12 08:00:00,922.0,53.6
2004-04-12 09:00:00,975.0,56.0
2004-04-12 10:00:00,1040.0,59.6
2004-04-12 11:00:00,1115.0,62.7
2004-04-12 12:00:00,1004.0,60.5
2004-04-12 13:00:00,895.0,64.4
2004-04-12 14:00:00,917.0,67.6
2004-04-12 15:00:00,1025.0,61.2
2004-04-12 16:00:00,1035.0,70.5
2004-04-12 17:00:00,1025.0,65.2
2004-04-12 18:00:00,1040.0,58.9
2004-04-12 19:00:00,1070.0,59.5
2004-04-12 20:00:00,964.0,57.7
2004-04-12 21:00:00,904.0,56.1
2004-04-12 22:00:00,913.0,58.0
2004-04-12 23:00:00,914.0,58.4
2004-04-13 00:00:00,893.0,58.2
2004-04-13 01:00:00,844.0,59.9
2004-04-13 02:00:00,837.0,60.8
2004-04-13 03:00:00,868.0,63.1
2004-04-13 04:00:00,825.0,60.1
2004-04-13 05:00:00,956.0,68.4
2004-04-13 06:00:00,1124.0,68.7
2004-04-13 07:00:00,1496.0,64.2
2004-04-13 08:00:00,1452.0,58.1
2004-04-13 09:00:00,1172.0,52.0
2004-04-13 10:00:00,1020.0,50.8
2004-04-13 11:00:00,1044.0,47.4
2004-04-13 12:00:00,1020.0,42.7
2004-04-13 13:00:00,1009.0,38.1
2004-04-13 14:00:00,1073.0,36.7
2004-04-13 15:00:00,1098.0,40.5
2004-04-13 16:00:00,1061.0,41.8
2004-04-13 17:00:00,1289.0,42.8
2004-04-13 18:00:00,1442.0,46.8
2004-04-13 19:00:00,1479.0,47.0
2004-04-13 20:00:00,1266.0,49.6
2004-04-13 21:00:00,1149.0,54.1
2004-04-13 22:00:00,1168.0,59.2
2004-04-13 23:00:00,1079.0,62.2
2004-04-14 00:00:00,1047.0,61.4
2004-04-14 01:00:00,936.0,64.6
2004-04-14 02:00:00,900.0,63.2
2004-04-14 03:00:00,839.0,64.4
2004-04-14 04:00:00,840.0,63.8
2004-04-14 05:00:00,905.0,65.8
2004-04-14 06:00:00,1079.0,65.6
2004-04-14 07:00:00,1417.0,64.0
2004-04-14 08:00:00,1529.0,55.6
2004-04-14 09:00:00,1397.0,46.8
2004-04-14 10:00:00,1214.0,34.4
2004-04-14 11:00:00,1109.0,30.2
2004-04-14 12:00:00,1122.0,34.2
2004-04-14 13:00:00,1094.0,30.6
2004-04-14 14:00:00,1164.0,28.7
2004-04-14 15:00:00,1188.0,27.3
2004-04-14 16:00:00,1098.0,30.4
2004-04-14 17:00:00,1180.0,34.8
2004-04-14 18:00:00,1195.0,34.7
2004-04-14 19:00:00,1234.0,35.8
2004-04-14 20:00:00,1425.0,42.1
2004-04-14 21:00:00,1320.0,49.7
2004-04-14 22:00:00,1158.0,54.3
2004-04-14 23:00:00,1060.0,54.2
2004-04-15 00:00:00,1036.0,57.6
2004-04-15 01:00:00,943.0,58.8
2004-04-15 02:00:00,899.0,62.3
2004-04-15 03:00:00,889.0,63.2
2004-04-15 04:00:00,847.0,61.3
2004-04-15 05:00:00,918.0,65.8
2004-04-15 06:00:00,1105.0,67.4
2004-04-15 07:00:00,1491.0,62.9
2004-04-15 08:00:00,1508.0,58.7
2004-04-15 09:00:00,1489.0,53.4
2004-04-15 10:00:00,1451.0,49.3
2004-04-15 11:00:00,1454.0,42.1
2004-04-15 12:00:00,1392.0,36.9
2004-04-15 13:00:00,1351.0,35.4
2004-04-15 14:00:00,1418.0,35.7
2004-04-15 15:00:00,1303.0,30.4
2004-04-15 16:00:00,1292.0,34.6
2004-04-15 17:00:00,1560.0,35.5
2004-04-15 18:00:00,1765.0,44.1
2004-04-15 19:00:00,1875.0,47.8
2004-04-15 20:00:00,1746.0,49.8
2004-04-15 21:00:00,1607.0,53.2
2004-04-15 22:00:00,1277.0,59.1
2004-04-15 23:00:00,1207.0,64.0
2004-04-16 00:00:00,1209.0,66.8
2004-04-16 01:00:00,1189.0,69.6
2004-04-16 02:00:00,1132.0,71.9
2004-04-16 03:00:00,974.0,68.5
2004-04-16 04:00:00,1033.0,74.8
2004-04-16 05:00:00,1075.0,76.4
2004-04-16 06:00:00,1242.0,75.3
2004-04-16 07:00:00,1657.0,71.0
2004-04-16 08:00:00,1406.0,61.1
2004-04-16 09:00:00,1150.0,51.4
2004-04-16 10:00:00,1184.0,48.7
2004-04-16 11:00:00,1223.0,46.7
2004-04-16 12:00:00,1196.0,42.7
2004-04-16 13:00:00,1559.0,62.5
2004-04-16 14:00:00,1544.0,75.7
2004-04-16 15:00:00,1485.0,77.4
2004-04-16 16:00:00,1498.0,74.9
2004-04-16 17:00:00,1593.0,76.0
2004-04-16 18:00:00,1529.0,76.3
2004-04-16 19:00:00,1689.0,78.0
2004-04-16 20:00:00,1535.0,78.0
2004-04-16 21:00:00,1304.0,79.4
2004-04-16 22:00:00,1235.0,80.1
2004-04-16 23:00:00,1281.0,81.0
2004-04-17 00:00:00,1167.0,80.6
2004-04-17 01:00:00,1134.0,81.8
2004-04-17 02:00:00,1100.0,81.2
2004-04-17 03:00:00,1057.0,82.4
2004-04-17 04:00:00,902.0,79.9
2004-04-17 05:00:00,982.0,80.0
2004-04-17 06:00:00,997.0,79.9
2004-04-17 07:00:00,1141.0,79.6
2004-04-17 08:00:00,1163.0,80.8
2004-04-17 09:00:00,1107.0,78.1
2004-04-17 10:00:00,1228.0,74.9
2004-04-17 11:00:00,1033.0,61.0
2004-04-17 12:00:00,984.0,50.1
2004-04-17 13:00:00,1066.0,47.1
2004-04-17 14:00:00,926.0,46.6
2004-04-17 15:00:00,979.0,44.4
2004-04-17 16:00:00,993.0,45.7
2004-04-17 17:00:00,970.0,49.9
2004-04-17 18:00:00,997.0,53.2
2004-04-17 19:00:00,1097.0,56.0
2004-04-17 20:00:00,1105.0,52.8
2004-04-17 21:00:00,993.0,51.1
2004-04-17 22:00:00,1136.0,50.8
2004-04-17 23:00:00,1297.0,54.8
2004-04-18 00:00:00,1110.0,57.2
2004-04-18 01:00:00,1027.0,56.2
2004-04-18 02:00:00,1024.0,60.2
2004-04-18 03:00:00,992.0,68.2
2004-04-18 04:00:00,929.0,69.6
2004-04-18 05:00:00,892.0,71.9
2004-04-18 06:00:00,895.0,72.7
2004-04-18 07:00:00,915.0,72.3
2004-04-18 08:00:00,947.0,72.9
2004-04-18 09:00:00,1032.0,75.6
2004-04-18 10:00:00,1219.0,77.2
2004-04-18 11:00:00,1217.0,74.5
2004-04-18 12:00:00,1097.0,67.4
2004-04-18 13:00:00,938.0,56.0
2004-04-18 14:00:00,944.0,55.5
2004-04-18 15:00:00,1139.0,62.4
2004-04-18 16:00:00,1163.0,58.9
2004-04-18 17:00:00,1157.0,54.6
2004-04-18 18:00:00,1154.0,54.2
2004-04-18 19:00:00,1342.0,55.1
2004-04-18 20:00:00,1178.0,57.8
2004-04-18 21:00:00,1152.0,60.4
2004-04-18 22:00:00,1078.0,63.3
2004-04-18 23:00:00,1167.0,65.2
2004-04-19 00:00:00,1111.0,67.3
2004-04-19 01:00:00,988.0,70.1
2004-04-19 02:00:00,917.0,73.3
2004-04-19 03:00:00,850.0,78.3
2004-04-19 04:00:00,885.0,78.2
2004-04-19 05:00:00,888.0,70.1
2004-04-19 06:00:00,1101.0,70.9
2004-04-19 07:00:00,1399.0,64.2
2004-04-19 08:00:00,1325.0,57.9
2004-04-19 09:00:00,1058.0,48.0
2004-04-19 10:00:00,990.0,43.3
2004-04-19 11:00:00,1018.0,45.5
2004-04-19 12:00:00,1105.0,46.7
2004-04-19 13:00:00,1194.0,58.2
2004-04-19 14:00:00,1088.0,75.6
2004-04-19 15:00:00,1084.0,75.6
2004-04-19 16:00:00,1207.0,79.0
2004-04-19 17:00:00,1186.0,80.5
2004-04-19 18:00:00,1053.0,70.5
2004-04-19 19:00:00,1032.0,71.5
2004-04-19 20:00:00,989.0,74.0
2004-04-19 21:00:00,930.0,68.2
2004-04-19 22:00:00,951.0,74.0
2004-04-19 23:00:00,985.0,77.5
2004-04-20 00:00:00,937.0,77.7
2004-04-20 01:00:00,887.0,80.2
2004-04-20 02:00:00,806.0,79.7
2004-04-20 03:00:00,771.0,78.9
2004-04-20 04:00:00,802.0,80.0
2004-04-20 05:00:00,878.0,79.6
2004-04-20 06:00:00,1070.0,79.4
2004-04-20 07:00:00,1430.0,77.4
2004-04-20 08:00:00,1565.0,69.2
2004-04-20 09:00:00,1365.0,60.4
2004-04-20 10:00:00,1348.0,56.3
2004-04-20 11:00:00,1311.0,51.1
2004-04-20 12:00:00,1302.0,37.5
2004-04-20 13:00:00,1250.0,39.6
2004-04-20 14:00:00,1083.0,37.2
2004-04-20 15:00:00,1005.0,31.4
2004-04-20 16:00:00,1129.0,26.9
2004-04-20 17:00:00,1327.0,29.9
2004-04-20 18:00:00,1428.0,39.5
2004-04-20 19:00:00,1426.0,45.0
2004-04-20 20:00:00,1310.0,47.4
2004-04-20 21:00:00,1114.0,50.4
2004-04-20 22:00:00,991.0,52.0
2004-04-20 23:00:00,1089.0,59.1
2004-04-21 00:00:00,911.0,56.7
2004-04-21 01:00:00,1005.0,67.7
2004-04-21 02:00:00,863.0,61.7
2004-04-21 03:00:00,857.0,71.0
2004-04-21 04:00:00,804.0,67.6
2004-04-21 05:00:00,871.0,71.8
2004-04-21 06:00:00,1035.0,70.9
2004-04-21 07:00:00,1513.0,66.0
2004-04-21 08:00:00,1726.0,58.2
2004-04-21 09:00:00,1396.0,50.2
2004-04-21 10:00:00,1333.0,36.9
2004-04-21 11:00:00,1161.0,30.9
2004-04-21 12:00:00,1081.0,26.7
2004-04-21 13:00:00,1075.0,26.1
2004-04-21 14:00:00,1055.0,24.8
2004-04-21 15:00:00,1053.0,22.2
2004-04-21 16:00:00,1087.0,20.5
2004-04-21 17:00:00,1304.0,24.1
2004-04-21 18:00:00,1625.0,28.9
2004-04-21 19:00:00,1649.0,33.7
2004-04-21 20:00:00,1443.0,36.0
2004-04-21 21:00:00,1209.0,39.5
2004-04-21 22:00:00,1105.0,42.1
2004-04-21 23:00:00,1020.0,45.8
2004-04-22 00:00:00,991.0,50.8
2004-04-22 01:00:00,937.0,53.4
2004-04-22 02:00:00,882.0,53.5
2004-04-22 03:00:00,843.0,59.2
2004-04-22 04:00:00,819.0,62.6
2004-04-22 05:00:00,834.0,59.5
2004-04-22 06:00:00,977.0,64.1
2004-04-22 07:00:00,1234.0,57.2
2004-04-22 08:00:00,1403.0,53.2
2004-04-22 09:00:00,1538.0,41.6
2004-04-22 10:00:00,1343.0,30.6
2004-04-22 11:00:00,1243.0,26.8
2004-04-22 12:00:00,1201.0,24.4
2004-04-22 13:00:00,1121.0,23.9
2004-04-22 14:00:00,1087.0,21.0
2004-04-22 15:00:00,1165.0,16.4
2004-04-22 16:00:00,1224.0,16.2
2004-04-22 17:00:00,1431.0,20.5
2004-04-22 18:00:00,1433.0,24.3
2004-04-22 19:00:00,1527.0,29.5
2004-04-22 20:00:00,1387.0,34.8
2004-04-22 21:00:00,1158.0,37.4
2004-04-22 22:00:00,1009.0,38.8
2004-04-22 23:00:00,1026.0,43.7
2004-04-23 00:00:00,1119.0,47.9
2004-04-23 01:00:00,1000.0,49.7
2004-04-23 02:00:00,866.0,46.5
2004-04-23 03:00:00,848.0,53.0
2004-04-23 04:00:00,844.0,53.9
2004-04-23 05:00:00,852.0,52.2
2004-04-23 06:00:00,923.0,55.4
2004-04-23 07:00:00,1490.0,58.0
2004-04-23 08:00:00,1662.0,53.3
2004-04-23 09:00:00,1553.0,42.1
2004-04-23 10:00:00,1423.0,31.0
2004-04-23 11:00:00,1458.0,25.7
2004-04-23 12:00:00,1349.0,20.6
2004-04-23 13:00:00,1326.0,21.5
2004-04-23 14:00:00,1356.0,20.1
2004-04-23 15:00:00,1460.0,19.4
2004-04-23 16:00:00,1497.0,20.1
2004-04-23 17:00:00,1645.0,26.8
2004-04-23 18:00:00,1557.0,30.8
2004-04-23 19:00:00,1747.0,36.7
2004-04-23 20:00:00,1482.0,40.8
2004-04-23 21:00:00,1211.0,41.5
2004-04-23 22:00:00,1294.0,44.9
2004-04-23 23:00:00,1300.0,47.7
2004-04-24 00:00:00,1402.0,49.7
2004-04-24 01:00:00,1349.0,57.4
2004-04-24 02:00:00,1161.0,55.3
2004-04-24 03:00:00,1022.0,53.6
2004-04-24 04:00:00,948.0,49.8
2004-04-24 05:00:00,933.0,57.7
2004-04-24 06:00:00,1021.0,59.7
2004-04-24 07:00:00,1134.0,56.8
2004-04-24 08:00:00,1311.0,51.9
2004-04-24 09:00:00,1409.0,45.0
2004-04-24 10:00:00,1301.0,33.7
2004-04-24 11:00:00,1354.0,29.5
2004-04-24 12:00:00,1391.0,32.4
2004-04-24 13:00:00,1200.0,32.1
2004-04-24 14:00:00,1338.0,41.8
2004-04-24 15:00:00,1223.0,36.0
2004-04-24 16:00:00,1278.0,31.8
2004-04-24 17:00:00,1257.0,31.6
2004-04-24 18:00:00,1497.0,38.1
2004-04-24 19:00:00,1567.0,39.7
2004-04-24 20:00:00,1503.0,50.8
2004-04-24 21:00:00,1169.0,73.5
2004-04-24 22:00:00,1007.0,79.7
2004-04-24 23:00:00,1004.0,76.9
2004-04-25 00:00:00,967.0,66.8
2004-04-25 01:00:00,984.0,64.1
2004-04-25 02:00:00,931.0,58.7
2004-04-25 03:00:00,966.0,58.6
2004-04-25 04:00:00,777.0,51.2
2004-04-25 05:00:00,763.0,50.9
2004-04-25 06:00:00,804.0,49.3
2004-04-25 07:00:00,830.0,48.6
2004-04-25 08:00:00,833.0,45.9
2004-04-25 09:00:00,875.0,43.9
2004-04-25 10:00:00,882.0,38.6
2004-04-25 11:00:00,862.0,35.0
2004-04-25 12:00:00,863.0,33.9
2004-04-25 13:00:00,830.0,30.7
2004-04-25 14:00:00,807.0,27.2
2004-04-25 15:00:00,873.0,25.7
2004-04-25 16:00:00,931.0,24.1
2004-04-25 17:00:00,918.0,24.9
2004-04-25 18:00:00,1001.0,27.8
2004-04-25 19:00:00,1169.0,30.3
2004-04-25 20:00:00,1085.0,34.0
2004-04-25 21:00:00,940.0,37.0
2004-04-25 22:00:00,1126.0,39.5
2004-04-25 23:00:00,978.0,42.0
2004-04-26 00:00:00,893.0,44.9
2004-04-26 01:00:00,838.0,45.5
2004-04-26 02:00:00,803.0,45.3
2004-04-26 03:00:00,775.0,44.3
2004-04-26 04:00:00,767.0,43.0
2004-04-26 05:00:00,809.0,43.9
2004-04-26 06:00:00,898.0,43.8
2004-04-26 07:00:00,1053.0,43.6
2004-04-26 08:00:00,1033.0,41.7
2004-04-26 09:00:00,941.0,38.4
2004-04-26 10:00:00,941.0,32.3
2004-04-26 11:00:00,917.0,31.7
2004-04-26 12:00:00,977.0,30.9
2004-04-26 13:00:00,994.0,30.7
2004-04-26 14:00:00,942.0,32.5
2004-04-26 15:00:00,981.0,31.6
2004-04-26 16:00:00,984.0,32.7
2004-04-26 17:00:00,1116.0,35.4
2004-04-26 18:00:00,1181.0,35.9
2004-04-26 19:00:00,1163.0,37.5
2004-04-26 20:00:00,1081.0,38.8
2004-04-26 21:00:00,1017.0,38.8
2004-04-26 22:00:00,966.0,40.8
2004-04-26 23:00:00,924.0,41.4
2004-04-27 00:00:00,861.0,43.0
2004-04-27 01:00:00,826.0,42.5
2004-04-27 02:00:00,846.0,43.4
2004-04-27 03:00:00,842.0,45.8
2004-04-27 04:00:00,909.0,49.9
2004-04-27 05:00:00,930.0,47.3
2004-04-27 06:00:00,1120.0,53.1
2004-04-27 07:00:00,1518.0,48.5
2004-04-27 08:00:00,1461.0,40.3
2004-04-27 09:00:00,1075.0,35.9
2004-04-27 10:00:00,1061.0,29.1
2004-04-27 11:00:00,1066.0,25.3
2004-04-27 12:00:00,1179.0,22.0
2004-04-27 13:00:00,1251.0,20.4
2004-04-27 14:00:00,1120.0,24.2
2004-04-27 15:00:00,1187.0,23.8
2004-04-27 16:00:00,1145.0,22.1
2004-04-27 17:00:00,1215.0,22.3
2004-04-27 18:00:00,1317.0,27.8
2004-04-27 19:00:00,1388.0,30.2
2004-04-27 20:00:00,1295.0,34.5
2004-04-27 21:00:00,1153.0,37.8
2004-04-27 22:00:00,1078.0,40.6
2004-04-27 23:00:00,1133.0,43.5
2004-04-28 00:00:00,1055.0,46.3
2004-04-28 01:00:00,953.0,44.7
2004-04-28 02:00:00,892.0,50.1
2004-04-28 03:00:00,895.0,56.9
2004-04-28 04:00:00,859.0,56.2
2004-04-28 05:00:00,856.0,52.8
2004-04-28 06:00:00,1030.0,60.7
2004-04-28 07:00:00,1689.0,58.3
2004-04-28 08:00:00,1486.0,54.8
2004-04-28 09:00:00,1592.0,46.4
2004-04-28 10:00:00,1469.0,33.8
2004-04-28 11:00:00,1364.0,28.7
2004-04-28 12:00:00,1285.0,28.2
2004-04-28 13:00:00,1311.0,26.9
2004-04-28 14:00:00,1416.0,26.5
2004-04-28 15:00:00,1387.0,23.4
2004-04-28 16:00:00,1329.0,26.0
2004-04-28 17:00:00,1496.0,30.0
2004-04-28 18:00:00,1676.0,37.3
2004-04-28 19:00:00,1724.0,42.2
2004-04-28 20:00:00,1642.0,43.6
2004-04-28 21:00:00,1267.0,46.8
2004-04-28 22:00:00,1146.0,49.8
2004-04-28 23:00:00,1216.0,56.2
2004-04-29 00:00:00,1128.0,55.6
2004-04-29 01:00:00,1042.0,59.5
2004-04-29 02:00:00,926.0,60.1
2004-04-29 03:00:00,898.0,61.2
2004-04-29 04:00:00,889.0,63.4
2004-04-29 05:00:00,959.0,67.0
2004-04-29 06:00:00,1097.0,66.5
2004-04-29 07:00:00,1674.0,61.3
2004-04-29 08:00:00,1771.0,56.5
2004-04-29 09:00:00,1408.0,47.8
2004-04-29 10:00:00,1156.0,30.2
2004-04-29 11:00:00,1042.0,25.0
2004-04-29 12:00:00,1167.0,25.5
2004-04-29 13:00:00,1398.0,29.9
2004-04-29 14:00:00,1458.0,37.9
2004-04-29 15:00:00,1554.0,44.0
2004-04-29 16:00:00,1495.0,44.4
2004-04-29 17:00:00,1560.0,45.3
2004-04-29 18:00:00,1664.0,48.6
2004-04-29 19:00:00,1761.0,50.8
2004-04-29 20:00:00,1524.0,57.6
2004-04-29 21:00:00,1398.0,58.8
2004-04-29 22:00:00,1342.0,61.0
2004-04-29 23:00:00,1433.0,70.7
2004-04-30 00:00:00,1297.0,76.9
2004-04-30 01:00:00,1179.0,78.6
2004-04-30 02:00:00,1097.0,78.4
2004-04-30 03:00:00,1054.0,77.4
2004-04-30 04:00:00,1017.0,78.5
2004-04-30 05:00:00,1005.0,74.7
2004-04-30 06:00:00,1206.0,73.1
2004-04-30 07:00:00,1458.0,68.2
2004-04-30 08:00:00,1405.0,57.6
2004-04-30 09:00:00,1381.0,65.0
2004-04-30 10:00:00,1315.0,73.2
2004-04-30 11:00:00,1332.0,78.5
2004-04-30 12:00:00,1362.0,72.4
2004-04-30 13:00:00,1399.0,60.9
2004-04-30 14:00:00,1310.0,50.9
2004-04-30 15:00:00,1399.0,45.8
2004-04-30 16:00:00,1524.0,60.8
2004-04-30 17:00:00,1487.0,54.3
2004-04-30 18:00:00,1480.0,54.4
2004-04-30 19:00:00,1626.0,58.6
2004-04-30 20:00:00,1449.0,61.1
2004-04-30 21:00:00,1363.0,65.4
2004-04-30 22:00:00,1371.0,66.1
2004-04-30 23:00:00,1406.0,66.9
2004-05-01 00:00:00,1425.0,66.8
2004-05-01 01:00:00,1179.0,68.3
2004-05-01 02:00:00,1047.0,70.2
2004-05-01 03:00:00,1009.0,73.1
2004-05-01 04:00:00,882.0,69.9
2004-05-01 05:00:00,858.0,67.1
2004-05-01 06:00:00,875.0,66.9
2004-05-01 07:00:00,1012.0,66.5
2004-05-01 08:00:00,1049.0,62.0
2004-05-01 09:00:00,1131.0,54.6
2004-05-01 10:00:00,1120.0,46.1
2004-05-01 11:00:00,1117.0,36.7
2004-05-01 12:00:00,1110.0,31.9
2004-05-01 13:00:00,962.0,31.5
2004-05-01 14:00:00,963.0,34.8
2004-05-01 15:00:00,1050.0,30.3
2004-05-01 16:00:00,1053.0,33.5
2004-05-01 17:00:00,1045.0,37.2
2004-05-01 18:00:00,1124.0,38.9
